Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
m5f36454d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/ERC1155token.sol,VVR,551,586,17,17,uint256 public constant TOKEN_6 = 6,uint256 private constant TOKEN_6 = 6,killed,8235
mfa588b62,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BCRD,3080,3085,92,92,break,continue,killed,10720
m1b9806a7,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BCRD,3080,3086,92,92,break,,killed,11834
m3db77b46,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BLR,2532,2537,78,78,false,true,killed,17020
m3675212d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BLR,2771,2776,86,86,false,true,killed,16668
m93eccf5b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BLR,3054,3058,91,91,true,false,killed,12654
m28f3654d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BLR,3216,3221,97,97,false,true,killed,16157
m7d5721af,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BLR,3248,3252,99,99,true,false,killed,11804
md50c0627,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,696,700,25,25," == "," <= ",killed,9559
m85c4fe8b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,696,700,25,25," == "," >= ",killed,9643
m6209bbcc,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,696,700,25,25," == ","  < ",killed,10827
mc677b90a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,696,700,25,25," == ","  > ",killed,10392
m9ecd299c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,696,700,25,25," == "," != ",killed,12786
m46611633,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1087,1090,34,34," < "," <= ",killed,14848
mfaf56410,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1087,1090,34,34," < "," >=  ",killed,11029
m2d6a4292,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1087,1090,34,34," < "," > ",killed,12381
m0239e016,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1087,1090,34,34," < "," != ",killed,8159
m61328db5,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1087,1090,34,34," < "," == ",killed,8325
m74dfadaa,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1168,1172,36,36," == "," <= ",killed,7992
m01c834e1,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1168,1172,36,36," == "," >= ",killed,8487
me6273f2d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1168,1172,36,36," == ","  < ",killed,9301
m778be4bf,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1168,1172,36,36," == ","  > ",killed,8732
mc837f1c0,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1168,1172,36,36," == "," != ",killed,9581
m7127c2de,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1288,1291,41,41," < "," <= ",killed,11454
m554bca18,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1288,1291,41,41," < "," >=  ",killed,9116
m1dfbc9cf,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1288,1291,41,41," < "," > ",killed,7488
maabd4e54,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1288,1291,41,41," < "," != ",killed,7557
m9086f098,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1288,1291,41,41," < "," == ",killed,7482
m8a988088,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1643,1647,53,53," == "," <= ",killed,7353
mabc359d9,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1643,1647,53,53," == "," >= ",killed,8173
m0e357d9f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1643,1647,53,53," == ","  < ",killed,12856
m99c060d3,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1643,1647,53,53," == ","  > ",killed,11045
m1ed78908,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1643,1647,53,53," == "," != ",killed,11753
m28446af1,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1858,1862,59,59," == "," <= ",killed,9241
m265c207f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1858,1862,59,59," == "," >= ",killed,11469
me0e52030,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1858,1862,59,59," == ","  < ",killed,11949
m2ac61793,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1858,1862,59,59," == ","  > ",killed,9496
md9639ef6,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,1858,1862,59,59," == "," != ",killed,8679
m8664c431,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2073,2077,65,65," == "," <= ",killed,8557
m6c511459,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2073,2077,65,65," == "," >= ",killed,8852
m4436e78b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2073,2077,65,65," == ","  < ",killed,9638
mc14616fb,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2073,2077,65,65," == ","  > ",killed,9377
mec5a1e39,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2073,2077,65,65," == "," != ",killed,9353
m472a0a23,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2288,2292,71,71," == "," <= ",killed,8172
mced603a2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2288,2292,71,71," == "," >= ",killed,8512
mc227c84a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2288,2292,71,71," == ","  < ",killed,8561
m5512e9a2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2288,2292,71,71," == ","  > ",killed,8316
m96ba254c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2288,2292,71,71," == "," != ",killed,7592
m8ea6cc81,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2740,2744,86,86," != "," >  ",killed,10643
m4b181fbc,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2740,2744,86,86," != ","  < ",killed,7379
m595ddd71,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2740,2744,86,86," != "," <= ",killed,8508
mb81ee795,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2740,2744,86,86," != "," >= ",killed,10637
m78c4cbd0,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2740,2744,86,86," != "," == ",killed,10830
m4525dea6,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2869,2872,88,88," < "," <= ",killed,12390
mff6243b1,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2869,2872,88,88," < "," >=  ",killed,16032
m1b41af90,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2869,2872,88,88," < "," > ",killed,10243
m0c000b57,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2869,2872,88,88," < "," != ",killed,8353
m51139c7b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2869,2872,88,88," < "," == ",killed,9409
m6fb94e8a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2928,2931,89,89," < "," <= ",killed,9244
mff2482fd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2928,2931,89,89," < "," >=  ",killed,8347
mf9b5a03a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2928,2931,89,89," < "," > ",killed,8709
m5c5e6433,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2928,2931,89,89," < "," != ",killed,7460
m3c341e7f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2928,2931,89,89," < "," == ",killed,8742
mab5d7fd9,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3006,3010,90,90," && "," || ",killed,8080
m14710e52,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2988,2992,90,90," == "," <= ",killed,7797
mce33f863,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2988,2992,90,90," == "," >= ",killed,7855
mbd6293ca,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2988,2992,90,90," == ","  < ",killed,7879
ma4ba37c0,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2988,2992,90,90," == ","  > ",killed,8978
mb9e08ef4,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,2988,2992,90,90," == "," != ",killed,10137
m83c67f4d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3158,3161,96,96," < "," <= ",killed,7769
m1486a6dc,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3158,3161,96,96," < "," >=  ",killed,7534
m11fdc645,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3158,3161,96,96," < "," > ",killed,7567
m067015c4,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3158,3161,96,96," < "," != ",killed,7759
mb8807290,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,BOR,3158,3161,96,96," < "," == ",killed,8004
mbdbc6693,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CCD,353,450,14,16,constructor(address _tokenAddress) {        tokenContract = MyERC1155Token(_tokenAddress);    },,killed,7311
m5e0b4235,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,1637,1648,53,53,mintId == 3,true,killed,8142
m9698263c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,1637,1648,53,53,mintId == 3,false,killed,7672
m9f58a229,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,1852,1863,59,59,mintId == 4,true,killed,7644
m1af9d8bd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,1852,1863,59,59,mintId == 4,false,killed,7557
m65f37abf,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2067,2078,65,65,mintId == 5,true,killed,7783
mcf04c7fd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2067,2078,65,65,mintId == 5,false,killed,8150
m6888f8d8,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2282,2293,71,71,mintId == 6,true,killed,8379
mff1f2d9e,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2282,2293,71,71,mintId == 6,false,killed,8657
m303a233e,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2726,2762,86,86,burnIds.length != requiredIds.length,true,killed,10098
me60a4f6c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2726,2762,86,86,burnIds.length != requiredIds.length,false,killed,20091
me96ab60b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2978,3019,90,90,burnIds[i] == requiredIds[j] && !found[j],true,killed,26751
m3b8615b4,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,2978,3019,90,90,burnIds[i] == requiredIds[j] && !found[j],false,killed,17379
mca623657,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,3198,3207,97,97,!found[i],true,killed,13798
m508ad0e2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,CSC,3198,3207,97,97,!found[i],false,killed,36296
m9ffc7dc6,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,551,575,20,20,uint256[] memory burnIds,uint256[] storage burnIds,stillborn,6513
m2ec292dc,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,585,613,21,21,uint256[] memory burnAmounts,uint256[] storage burnAmounts,stillborn,5933
m034174a3,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,1541,1565,50,50,uint256[] memory burnIds,uint256[] storage burnIds,stillborn,6250
m1327e25f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,1664,1692,54,54,uint256[] memory requiredIds,uint256[] storage requiredIds,stillborn,6378
m80afe942,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,1879,1907,60,60,uint256[] memory requiredIds,uint256[] storage requiredIds,stillborn,8036
m297c163c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,2094,2122,66,66,uint256[] memory requiredIds,uint256[] storage requiredIds,stillborn,7509
m752c8b97,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,2309,2337,72,72,uint256[] memory requiredIds,uint256[] storage requiredIds,stillborn,7307
m4298e92e,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,2616,2640,83,83,uint256[] memory burnIds,uint256[] storage burnIds,stillborn,7868
mbcc22e2f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,2650,2678,84,84,uint256[] memory requiredIds,uint256[] storage requiredIds,stillborn,7653
m11e52e75,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,DLR,2786,2805,87,87,bool[] memory found,bool[] storage found,stillborn,7082
m532bb3f7,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,EHC,661,825,24,27,"require(            burnIds.length == burnAmounts.length,            ""Mismatched burn data. Please provide burnAmounts for all burnIDs and vice versa.""        );","/* require(            burnIds.length == burnAmounts.length,            ""Mismatched burn data. Please provide burnAmounts for all burnIDs and vice versa.""        ); */",killed,18057
m425094b9,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,EHC,834,960,28,31,"require(            isValidForge(burnIds, mintId),            ""Invalid forge. Please check forging instructions.""        );","/* require(            isValidForge(burnIds, mintId),            ""Invalid forge. Please check forging instructions.""        ); */",killed,16819
mf31654d0,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,EHC,1129,1247,35,38,"require(                burnAmounts[i] == burnAmount,                ""All burn amounts must be equal""            );","/* require(                burnAmounts[i] == burnAmount,                ""All burn amounts must be equal""            ); */",killed,18031
m0bf41c17,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,522,651,19,23,"function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) public ","function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) external ",killed,16073
mafde47c8,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,522,651,19,23,"function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) public ","function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) internal ",killed,18843
m7c3d6511,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,522,651,19,23,"function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) public ","function forgeToken(        uint256[] memory burnIds,        uint256[] memory burnAmounts,        uint256 mintId    ) private ",killed,22265
m3cee08dd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,1510,1623,49,52,"function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) public pure returns (bool) ","function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) external pure returns (bool) ",stillborn,5899
m33587685,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,1510,1623,49,52,"function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) public pure returns (bool) ","function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) internal pure returns (bool) ",killed,18706
m21f5fe91,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,1510,1623,49,52,"function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) public pure returns (bool) ","function isValidForge(        uint256[] memory burnIds,        uint256 mintId    ) private pure returns (bool) ",killed,17171
mb37cf439,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,2587,2712,82,85,"function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) public pure returns (bool) ","function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) external pure returns (bool) ",stillborn,6009
mfcfcc81c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,2587,2712,82,85,"function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) public pure returns (bool) ","function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) internal pure returns (bool) ",killed,13371
mfe79eb04,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,FVR,2587,2712,82,85,"function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) public pure returns (bool) ","function checkForge(        uint256[] memory burnIds,        uint256[] memory requiredIds    ) private pure returns (bool) ",killed,13356
m06c67f2a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1054,1055,33,33,0,1,killed,13319
m186476bd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1083,1084,34,34,1,0,killed,13516
m52f7e87b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1083,1084,34,34,1,2,killed,14133
m7d563de3,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1284,1285,41,41,0,1,killed,13238
m8e822f4a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1647,1648,53,53,3,2,killed,12828
m1ba2b26d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1647,1648,53,53,3,4,killed,13703
m076d8b92,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1709,1710,54,54,2,1,killed,13346
m80b9af94,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1709,1710,54,54,2,3,killed,13878
m77ea60c2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1737,1738,55,55,0,1,killed,12947
m0c719f3c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1742,1743,55,55,0,1,killed,13531
mdcabb4f8,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1769,1770,56,56,1,0,killed,13425
mb7141cab,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1769,1770,56,56,1,2,killed,14455
mca988cca,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1774,1775,56,56,1,0,killed,13892
m171720ab,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1774,1775,56,56,1,2,killed,13529
mbcd24764,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1862,1863,59,59,4,3,killed,13406
mde8ea7e2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1862,1863,59,59,4,5,killed,13238
m8968abe3,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1924,1925,60,60,2,1,killed,13126
m338de2f2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1924,1925,60,60,2,3,killed,13239
m3c46990b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1952,1953,61,61,0,1,killed,16975
m2e9a715b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1957,1958,61,61,1,0,killed,16486
ma4db7a92,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1957,1958,61,61,1,2,killed,14197
m68fde148,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1984,1985,62,62,1,0,killed,13822
mb2ae2fe7,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1984,1985,62,62,1,2,killed,13359
me3d5d27c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1989,1990,62,62,2,1,killed,14052
madc50076,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,1989,1990,62,62,2,3,killed,13800
mf38c5c18,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2077,2078,65,65,5,4,killed,13373
me4d3579d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2077,2078,65,65,5,6,killed,13271
m6843e006,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2139,2140,66,66,2,1,killed,14357
m1570831c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2139,2140,66,66,2,3,killed,13510
m177e51e9,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2167,2168,67,67,0,1,killed,11934
m1cfc95ae,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2172,2173,67,67,0,1,killed,11506
m34560b5a,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2199,2200,68,68,1,0,killed,11875
m34b6f80d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2199,2200,68,68,1,2,killed,11905
m7f17bad8,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2204,2205,68,68,2,1,killed,11617
m6ee9a957,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2204,2205,68,68,2,3,killed,13084
me75a3de2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2292,2293,71,71,6,5,killed,31265
m88085158,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2292,2293,71,71,6,7,killed,40067
m38ed3c0b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2354,2355,72,72,3,2,killed,44222
m0abebda4,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2354,2355,72,72,3,4,killed,34215
med1e13ef,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2382,2383,73,73,0,1,killed,31164
m9a43f205,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2387,2388,73,73,0,1,killed,21998
m196bac6f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2414,2415,74,74,1,0,killed,15849
m3cd307db,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2414,2415,74,74,1,2,killed,8899
m871a2b5b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2419,2420,74,74,1,0,killed,8561
m5ca1f685,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2419,2420,74,74,1,2,killed,9212
m03f7769b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2446,2447,75,75,2,1,killed,9089
m3d71a439,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2446,2447,75,75,2,3,killed,8112
m4326318c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2451,2452,75,75,2,1,killed,9071
mcb1b019c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2451,2452,75,75,2,3,killed,21550
mcc0530b7,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2865,2866,88,88,0,1,killed,22285
ma08808fd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,2924,2925,89,89,0,1,killed,12180
mcb204b6f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,ILR,3154,3155,96,96,0,1,killed,10753
